OBJECTID,Id,Toponyms,Type,Period,StartDate,EndDate,Longitude,Latitude,LocQual,SizeHa,SizeQual,Source,Source_id,ORIG_FID
4321,2519,Quarto di S. Lucia,settlement,Archaic Period,-600,-500,12.645509637120000,41.981494103650000,A,0.213569733750000,B,"Quilici and Quilici Gigli 1993, p. 274",302,4320
4322,2519,Quarto di S. Lucia,settlement,Republican Period,-100,-30,12.646017173860001,41.981719822370003,A,0.226556555040000,B,"Quilici and Quilici Gigli 1993, p. 274",302,4321
4323,2519,Quarto di S. Lucia,settlement,Imperial Period,-30,100,12.646017173860001,41.981719822370003,A,0.226556555040000,B,"Quilici and Quilici Gigli 1993, p. 274",302,4322
4324,2520,Quarto di S. Lucia,settlement,Archaic Period,-600,-500,12.649485747060000,41.984388259269998,A,0.240846528800000,B,"Quilici and Quilici Gigli 1993, p. 275",304,4323
4325,2521,Quarto di S. Lucia,settlement,Imperial Period,1,200,12.647146676429999,41.987451091099999,A,0.325441240720000,B,"Quilici and Quilici Gigli 1993, p. 275",305,4324
4326,2522,Quarto di Monte Gentile,settlement,Archaic Period,-600,-500,12.641465762039999,41.985020970590000,A,0.219984630140000,B,"Quilici and Quilici Gigli 1993, p. 276",306,4325
4327,2522,Quarto di Monte Gentile,settlement,Republican Period,-500,-200,12.641610793590001,41.985055400530001,A,0.444297938130000,B,"Quilici and Quilici Gigli 1993, p. 275",306,4326
4328,2522,Quarto di S. Lucia,settlement (villa),Imperial Period,1,200,12.641603829490000,41.985688483049998,A,0.226803545220000,B,"Quilici and Quilici Gigli 1993, p. 276",306,4327
4329,2523,Torraccia di Monte Gentile,settlement,Archaic Period,-600,-500,12.643016681230000,41.991327962800000,A,0.148609796960000,B,"Quilici and Quilici Gigli 1993, p. 277",308,4328
4330,2524,Quarto di Monte Gentile,settlement,Archaic Period,-600,-500,12.635511642250000,41.992838381509998,A,0.342197911630000,B,"Quilici and Quilici Gigli 1993, p. 277",310,4329
4331,2524,Quarto di Monte Gentile,settlement,Republican Period,-500,-400,12.635743453030001,41.992171891319998,A,0.548125629330000,B,"Quilici and Quilici Gigli 1993, p. 277",310,4330
4332,2524,Quarto di Monte Gentile,settlement (villa),Republican Period,-100,-30,12.635772931760000,41.991894652230002,A,0.222714070020000,B,"Quilici and Quilici Gigli 1993, p. 277",310,4331
4333,2524,Quarto di Monte Gentile,settlement (villa),Imperial Period,-30,300,12.635772931760000,41.991894652230002,A,0.222714070020000,B,"Quilici and Quilici Gigli 1993, p. 277",310,4332
4334,2525,Casale Fonte di Papa,settlement,Archaic Period,-600,-500,12.627605655549999,41.993561718899997,A,0.366848415880000,B,"Quilici and Quilici Gigli 1993, p. 278",312,4333
4335,2525,Casale Fonte di Papa,settlement,Republican Period,-500,-200,12.627523026660000,41.993901927200000,A,0.896196638240000,B,"Quilici and Quilici Gigli 1993, p. 278",312,4334
4336,2525,Casale Fonte di Papa,settlement (villa),Republican Period,-200,-30,12.627515966940001,41.993878054900001,A,0.273331566380000,B,"Quilici and Quilici Gigli 1993, p. 278",312,4335
4337,2525,Casale Fonte di Papa,settlement (villa),Imperial Period,-30,400,12.627515966940001,41.993878054900001,A,0.273331566380000,B,"Quilici and Quilici Gigli 1993, p. 278",312,4336
4338,2526, ,settlement,Archaic Period,-600,-500,12.629849025410000,41.990114885780002,A,0.138903969990000,B,"Quilici and Quilici Gigli 1993, p. 280",314,4337
4339,2527, ,settlement,Archaic Period,-600,-500,12.628918149500000,41.989092612649998,A,0.166713439140000,B,"Quilici and Quilici Gigli 1993, p. 280",315,4338
4340,2527, ,settlement,Republican Period,-500,-200,12.629207661000001,41.989079356420000,A,0.428654543550000,B,"Quilici and Quilici Gigli 1993, p. 280",315,4339
4341,2527, ,settlement,Imperial Period,1,300,12.629235938620001,41.989451580910000,A,0.280696262610000,B,"Quilici and Quilici Gigli 1993, p. 280",315,4340
4342,2528, ,settlement,Archaic Period,-600,-500,12.630174931499999,41.987997975250003,A,0.150320368140000,B,"Quilici and Quilici Gigli 1993, p. 283",317,4341
4343,2529,Riserva di Mezzo,settlement,Archaic Period,-600,-400,12.631543906659999,41.986113504519999,A,0.378042420490000,B,"Quilici and Quilici Gigli 1993, p. 283",318,4342
4344,2529,Riserva di Mezzo,settlement,Imperial Period,1,100,12.631471467360001,41.986352887910002,A,0.267986683280000,B,"Quilici and Quilici Gigli 1993, p. 283",318,4343
4345,2530,Riserva di Mezzo,settlement,Imperial Period,1,100,12.632345287670001,41.984058861290002,A,0.340013330600000,B,"Quilici and Quilici Gigli 1993, p. 283",319,4344
4346,2531,Riserva di Mezzo,settlement,Archaic Period,-600,-500,12.633146626360000,41.982681967989997,A,0.350515313700000,B,"Quilici and Quilici Gigli 1993, p. 283",320,4345
4347,2531,Riserva di Mezzo,settlement,Republican Period,-500,-200,12.633380982880000,41.982526389210001,A,0.695523246750000,B,"Quilici and Quilici Gigli 1993, p. 283",320,4346
4348,2532,Riserva S. Antonio,settlement,Archaic Period,-600,-500,12.635623232810000,41.980772245460003,A,0.264567713650000,B,"Quilici and Quilici Gigli 1993, p. 283",321,4347
4349,2532,Riserva S. Antonio,settlement,Republican Period,-500,-200,12.635708696540000,41.980580790810002,A,0.581873710270000,B,"Quilici and Quilici Gigli 1993, p. 283",321,4348
4350,2533,Riserva S. Antonio,settlement,Republican Period,-400,-30,12.638433232800001,41.979280828779999,A,0.468606298640000,B,"Quilici and Quilici Gigli 1993, p. 284",322,4349
4351,2533,Riserva S. Antonio,settlement,Imperial Period,-30,200,12.639099327249999,41.978847691070001,A,0.257230056850000,B,"Quilici and Quilici Gigli 1993, p. 284",322,4350
4352,2534, ,settlement,Archaic Period,-600,-400,12.640625869739999,41.977684670599999,A,0.327587185910000,B,"Quilici and Quilici Gigli 1993, p. 284",323,4351
4353,2535, ,settlement (villa),Imperial Period,100,200,12.641909340830001,41.976454377540001,A,0.526748010480000,B,"Quilici and Quilici Gigli 1993, p. 285",324,4352
4354,2536,Casale la Pedica,settlement,Archaic Period,-600,-500,12.640851640559999,41.973843212959999,A,0.121934175250000,B,"Quilici and Quilici Gigli 1993, p. 286",325,4353
4355,2537,Casale la Pedica,settlement,Archaic Period,-600,-400,12.637957947849999,41.972730511050003,A,0.167379311530000,B,"Quilici and Quilici Gigli 1993, p. 286",326,4354
4356,2538,Riserva della Capanna,settlement,Archaic Period,-600,-500,12.633953796789999,41.975260934669997,A,0.788656009410000,B,"Quilici and Quilici Gigli 1993, p. 286",327,4355
4357,2538,Riserva della Capanna,settlement,Republican Period,-500,-200,12.634233749170001,41.975143633659997,A,1.408772572790000,B,"Quilici and Quilici Gigli 1993, p. 286",327,4356
4358,2538,Riserva della Capanna,settlement (villa),Imperial Period,-30,100,12.634214923789999,41.975370434079998,A,0.240973407520000,B,"Quilici and Quilici Gigli 1993, p. 286",327,4357
4359,2539,Riserva della Capanna,settlement,Archaic Period,-600,-500,12.633739607710000,41.977725904940002,A,0.253600261320000,B,"Quilici and Quilici Gigli 1993, p. 287",328,4358
4360,2539,Riserva della Capanna,settlement,Republican Period,-500,-200,12.633874255560000,41.977655166429997,A,0.373267314830000,B,"Quilici and Quilici Gigli 1993, p. 287",328,4359
4361,2540,Riserva della Capanna,settlement,Archaic Period,-600,-500,12.633041452340001,41.979401773639999,A,0.943874034620000,B,"Quilici and Quilici Gigli 1993, p. 287",329,4360
4362,2540,Riserva della Capanna,settlement,Republican Period,-500,-200,12.633031753010000,41.979223935580002,A,1.463198562480000,B,"Quilici and Quilici Gigli 1993, p. 287",329,4361
4363,2540,Riserva della Capanna,settlement (villa),Republican Period,-100,-30,12.633248174169999,41.979257569060003,A,1.262577707070000,B,"Quilici and Quilici Gigli 1993, p. 287",329,4362
4364,2540,Riserva della Capanna,settlement (villa),Imperial Period,-30,200,12.633248174169999,41.979257569060003,A,1.262577707070000,B,"Quilici and Quilici Gigli 1993, p. 287",329,4363
4365,2541,Riserva della Capanna,settlement,Republican Period,-500,-400,12.630820530570000,41.975018291029997,A,0.470315078340000,B,"Quilici and Quilici Gigli 1993, p. 288",330,4364
4366,2541,Riserva della Capanna,settlement,Republican Period,-400,-200,12.630728741650000,41.975227401769999,A,1.035525995090000,B,"Quilici and Quilici Gigli 1993, p. 288",330,4365
4367,2541,Riserva della Capanna,settlement (villa),Republican Period,-200,-30,12.630952919260000,41.975735915839998,A,0.275658634270000,B,"Quilici and Quilici Gigli 1993, p. 288",330,4366
4368,2541,Riserva della Capanna,settlement (villa),Imperial Period,-30,100,12.630952919260000,41.975735915839998,A,0.275658634270000,B,"Quilici and Quilici Gigli 1993, p. 288",330,4367
4369,2542,Riserva della Capanna,settlement,Republican Period,-500,-400,12.632772148640001,41.971859117779999,A,0.118714646520000,B,"Quilici and Quilici Gigli 1993, p. 289",331,4368
4370,2542,Riserva della Capanna,settlement,Republican Period,-400,-200,12.632640296660000,41.971859568120003,A,0.251028864300000,B,"Quilici and Quilici Gigli 1993, p. 289",331,4369
4371,2542,Riserva della Capanna,settlement,Republican Period,-100,-30,12.632520300660000,41.970987508740002,A,0.348156153820000,B,"Quilici and Quilici Gigli 1993, p. 289",331,4370
4372,2542,Riserva della Capanna,settlement,Imperial Period,-30,100,12.632520300660000,41.970987508740002,A,0.348156153820000,B,"Quilici and Quilici Gigli 1993, p. 289",331,4371
4373,2543,Riserva della Capanna,settlement,Archaic Period,-600,-500,12.629148515590000,41.971324067209999,A,0.307981502790000,B,"Quilici and Quilici Gigli 1993, p. 289",332,4372
4374,2543,Riserva della Capanna,settlement,Republican Period,-500,-30,12.628947169390001,41.971380229780003,A,0.680905918630000,B,"Quilici and Quilici Gigli 1993, p. 289",332,4373
4375,2544, ,settlement,Archaic Period,-600,-500,12.630747020590000,41.968206929909996,A,0.323773436540000,B,"Quilici and Quilici Gigli 1993, p. 290",334,4374
4376,2544, ,settlement,Republican Period,-500,-200,12.631071468420000,41.968324689100001,A,0.590214882570000,B,"Quilici and Quilici Gigli 1993, p. 290",334,4375
4377,2545,Marco Simone Vecchio,settlement,Late Bronze Age,-1300,-1000,12.646950048880001,41.970756843300002,A,2.882894309230000,B,"Quilici and Quilici Gigli 1993, p. 55-98",335,4376
4378,2545,Marco Simone Vecchio,settlement,Iron Age,-1000,-800,12.647081261080000,41.970529877959997,A,3.787129610010000,B,"Quilici and Quilici Gigli 1993, p. 55-98",335,4377
4379,2545,Marco Simone Vecchio,settlement,Iron Age,-800,-600,12.646424900660000,41.969744081830001,A,6.889389769750000,B,"Quilici and Quilici Gigli 1993, p. 55-98",335,4378
4380,2545,Marco Simone Vecchio,settlement,Archaic Period,-600,-500,12.646631435630001,41.968636328069998,A,24.606594778600002,B,"Quilici and Quilici Gigli 1993, p. 55-98",335,4379
4381,2545,Marco Simone Vecchio,settlement,Republican Period,-500,-400,12.646631435630001,41.968636328069998,A,24.606594778600002,B,"Quilici and Quilici Gigli 1993, p. 55-98",335,4380
4382,2545,Marco Simone Vecchio,settlement,Republican Period,-400,-200,12.647057681710001,41.968711341130003,A,14.944894805000001,B,"Quilici and Quilici Gigli 1993, p. 55-98",235,4381
4383,2545,Marco Simone Vecchio,settlement,Republican Period,-200,-30,12.646579246500000,41.969119340930000,A,13.237074875199999,B,"Quilici and Quilici Gigli 1993, p. 55-98",335,4382
4384,2545,Marco Simone Vecchio,settlement,Imperial Period,-30,100,12.646852042850000,41.969206090950003,A,1.194162599660000,B,"Quilici and Quilici Gigli 1993, p. 55-98",335,4383
4385,2545,Marco Simone Vecchio,settlement,Imperial Period,-30,200,12.646984651300000,41.969660843260002,A,2.255736724590000,B,"Quilici and Quilici Gigli 1993, p. 55-98",335,4384
4386,2545,Marco Simone Vecchio,settlement,Imperial Period,200,400,12.646390314510001,41.969833469299999,A,1.087691205110000,B,"Quilici and Quilici Gigli 1993, p. 55-98",335,4385
4387,2546,Marco Simone Vecchio,settlement,Archaic Period,-600,-500,12.649722844830000,41.970831934709999,A,0.422651509730000,B,"Quilici and Quilici Gigli 1993, p. 292",336,4386
4388,2547,Casale Marco Simone,settlement,Archaic Period,-600,-500,12.654342247800001,41.970247567430000,A,0.286570328080000,B,"Quilici and Quilici Gigli 1993, p. 294",339,4387
4389,2547,Casale Marco Simone,settlement,Republican Period,-500,-200,12.654554565310001,41.970261939309999,A,0.495472001470000,B,"Quilici and Quilici Gigli 1993, p. 294",339,4388
4390,2548,Casale Marco Simone,settlement,Archaic Period,-600,-500,12.654004917040000,41.972048447340001,A,0.377451909340000,B,"Quilici and Quilici Gigli 1993, p. 294",340,4389
4391,2549,Fosso Capaldo,settlement,Iron Age,-800,-600,12.661200293620000,41.979663209389997,A,0.410883448800000,B,"Quilici and Quilici Gigli 1993, p. 294",342,4390
4392,2549,Fosso Capaldo,settlement,Archaic Period,-600,-500,12.661200293620000,41.979663209389997,A,0.410883448800000,B,"Quilici and Quilici Gigli 1993, p. 294",342,4391
4393,2549,Fosso Capaldo,settlement (villa),Republican Period,-100,-30,12.661965224330000,41.978228367219998,A,0.251054959860000,B,"Quilici and Quilici Gigli 1993, p. 294",342,4392
4394,2549,Fosso Capaldo,settlement (villa),Imperial Period,-30,400,12.661965224330000,41.978228367219998,A,0.251054959860000,B,"Quilici and Quilici Gigli 1993, p. 294",342,4393
4395,2550,Monte Capaldo,settlement,Republican Period,-400,-200,12.663686976899999,41.984296667250000,A,0.495034782680000,B,"Quilici and Quilici Gigli 1993, p. 296",344,4394
4396,2551,Monte Capaldo,settlement,Archaic Period,-600,-500,12.664469586450000,41.986903271640003,A,0.293026259590000,B,"Quilici and Quilici Gigli 1993, p. 296",345,4395
4397,2551,Monte Capaldo,settlement (villa),Republican Period,-200,-30,12.664374456439999,41.986352487959998,A,0.249350556190000,B,"Quilici and Quilici Gigli 1993, p. 296",345,4396
4398,2551,Monte Capaldo,settlement (villa),Imperial Period,-30,200,12.664374456439999,41.986352487959998,A,0.249350556190000,B,"Quilici and Quilici Gigli 1993, p. 296",345,4397
4399,2552,Monte Capaldo,settlement,Imperial Period,1,200,12.665987266289999,41.989502599799998,A,0.245489997250000,B,"Quilici and Quilici Gigli 1993, p. 296",346,4398
4400,2553,Monte del Sorbo,settlement,Republican Period,-400,-30,12.666031898270001,41.971214787389997,A,0.706173291610000,B,"Quilici and Quilici Gigli 1993, p. 297",348,4399
4401,2554, ,settlement (villa),Imperial Period,1,200,12.656345749480000,41.970819097750002,A,0.299624718190000,B,"Quilici and Quilici Gigli 1993, p. 297",349,4400
4402,2555, ,settlement (villa),Imperial Period,1,200,12.659747333440000,41.968035213349999,A,0.239041611120000,B,"Quilici and Quilici Gigli 1993, p. 297",350,4401
4403,2556,Colle Laghetto,settlement (villa),Imperial Period,1,200,12.656477654530001,41.966418704630001,A,0.250597140180000,B,"Quilici and Quilici Gigli 1993, p. 298",351,4402
4404,2557, ,settlement (villa),Imperial Period,1,200,12.659003444260000,41.965995319409998,A,0.310027099270000,B,"Quilici and Quilici Gigli 1993, p. 298",352,4403
4405,2558,cratere di Marco Simone,settlement,Late Bronze Age,-1300,-1000,12.662521910120001,41.963096079309999,A,0.268022523610000,B,"Quilici and Quilici Gigli 1993, p. 299",353,4404
4406,2558,cratere di Marco Simone,settlement,Middle Bronze Age,-1700,-1300,12.662521910120001,41.963096079309999,A,0.268022523610000,B,"Quilici and Quilici Gigli 1993, p. 299",353,4405
4407,2558,cratere di Marco Simone,settlement,Iron Age,-800,-600,12.662109412660000,41.963043854120002,A,0.626446303000000,B,"Quilici and Quilici Gigli 1993, p. 299",353,4406
4408,2558,cratere di Marco Simone,settlement,Archaic Period,-600,-500,12.662381638399999,41.963094680170002,A,0.326783191180000,B,"Quilici and Quilici Gigli 1993, p. 299",353,4407
4409,2559, ,settlement (villa),Republican Period,-30,500,12.663147058040000,41.953396595100003,A,0.345175534220000,B,"Quilici and Quilici Gigli 1993, p. 301",360,4408
4410,2559, ,settlement (villa),Republican Period,-200,-30,12.663147058040000,41.953396595100003,A,0.345175534220000,B,"Quilici and Quilici Gigli 1993, p. 301",360,4409
4411,2560, ,settlement,Archaic Period,-600,-500,12.655167665860001,41.950654391870003,A,0.237168309830000,B,"Quilici and Quilici Gigli 1993, p. 302",361,4410
4412,2560, ,settlement,Republican Period,-500,-200,12.655532098240000,41.950626609639997,A,0.567917884150000,B,"Quilici and Quilici Gigli 1993, p. 302",361,4411
4413,2561, ,settlement,Republican Period,-500,-200,12.657857179030000,41.953550896400003,A,0.708719116060000,B,"Quilici and Quilici Gigli 1993, p. 302",363,4412
4414,2561, ,settlement (villa),Imperial Period,1,400,12.657934286920000,41.953034883009998,A,0.307639089910000,B,"Quilici and Quilici Gigli 1993, p. 302",363,4413
4415,2562, ,settlement (villa),Imperial Period,-30,400,12.656351533110000,41.954703153019999,A,1.043499677750000,B,"Quilici and Quilici Gigli 1993, p. 303",364,4414
4416,2563,Laghetto di Marco Simone,settlement,Late Bronze Age,-1300,-1000,12.660702527750001,41.960851302019996,A,0.135429211050000,B,"Quilici and Quilici Gigli 1993, p. 304",366,4415
4417,2563,Laghetto di Marco Simone,settlement,Middle Bronze Age,-1700,-1300,12.660702527750001,41.960851302019996,A,0.135429211050000,B,"Quilici and Quilici Gigli 1993, p. 304",366,4416
4418,2564,Laghetto di Marco Simone,settlement,Republican Period,-500,-400,12.658628119439999,41.961103232130000,A,0.490402825670000,B,"Quilici and Quilici Gigli 1993, p. 304",367,4417
4419,2564,Laghetto di Marco Simone,settlement,Republican Period,-400,-200,12.658180433220000,41.961237628939998,A,1.465955365300000,B,"Quilici and Quilici Gigli 1993, p. 304",367,4418
4420,2564,Laghetto di Marco Simone,settlement (villa),Imperial Period,-30,300,12.658303308620001,41.961502861829999,A,0.282796665060000,B,"Quilici and Quilici Gigli 1993, p. 304",367,4419
